,Title,Datetime,Source,URL
123,Zimbabwe: 197 Hospital Workers in Self-Quarantine,2020-06-08T10:50:31Z,,https://allafrica.com/stories/202006080674.html
124,Testing times: How a health workforce jumped up to help stamp-out New Zealand’s coronavirus crisis,2020-05-23T17:00:00Z,,https://www.stuff.co.nz/national/health/coronavirus/300019031/testing-times-how-a-health-workforce-jumped-up-to-help-stampout-new-zealands-coronavirus-crisis
125,"Coronavirus | No WHO bar on India testing HCQ as a preventive drug, says WHO chief scientist Soumya Swaminathan",2020-05-27T00:47:00.0000000Z,The Hindu,https://www.thehindu.com/sci-tech/health/coronavirus-no-who-bar-on-india-testing-hcq-as-a-preventive-drug-says-who-chief-scientist-soumya-swaminathan/article31682644.ece
126,"Coronavirus | No WHO bar on India testing HCQ as a preventive drug, says WHO chief scientist Soumya Swaminathan",2020-05-27T00:47:00.0000000Z,The Hindu,https://www.thehindu.com/sci-tech/health/coronavirus-no-who-bar-on-india-testing-hcq-as-a-preventive-drug-says-who-chief-scientist-soumya-swaminathan/article31682644.ece
127,"JBS Meat Plant Clinic Told Eighth COVID-19 Victim She Had a ‘Normal Cold,’ Daughter Says",2020-05-19T07:50:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/jbs-meat-plant-clinic-told-eighth-covid-19-victim-she-had-a-normal-cold-daughter-says/ar-BB14hpNt
128,UAE to the rescue: Nevada receives $20m worth of COVID-19 testing kits as gift,2020-05-23T14:22:00.0000000Z,Gulf News,https://gulfnews.com/world/gulf/uae-to-the-rescue-nevada-receives-20m-worth-of-covid-19-testing-kits-as-gift-1.71652716
129,"Afghanistan faces humanitarian disaster as COVID-19 spreads undetected, warns the IRC",2020-06-01T09:13:00.0000000Z,International Rescue Committee,https://www.rescue.org/press-release/afghanistan-faces-humanitarian-disaster-covid-19-spreads-undetected-warns-irc
130,COVID-19: Blessing in Disguise for Pakistan’s Health Sector,2020-05-14T00:00:00.0000000Z,Daily Times,https://dailytimes.com.pk/611876/covid-19-blessing-in-disguise-for-pakistans-health-sector/
131,"California couple takes winding path to parenthood through surrogacy, Ukraine and COVID-19",2020-05-16T09:14:00.0000000Z,ABCNews,https://abcnews.go.com/International/california-couple-takes-winding-path-parenthood-surrogacy-ukraine/story?id=70717234
132,"Medical bias: From pain pills to COVID-19, racial discrimination in health care festers",2020-06-15T18:27:59.0000000Z,USA TODAY on MSN.com,https://www.msn.com/en-us/news/us/medical-bias-from-pain-pills-to-covid-19-racial-discrimination-in-health-care-festers/ar-BB15sHaS
133,UNICEF Airlifts Essential Supplies to Respond to COVID-19 in Yemen as Cases Increase [EN/AR],2020-05-30T12:58:00.0000000Z,ReliefWeb,https://reliefweb.int/report/yemen/unicef-airlifts-essential-supplies-respond-covid-19-yemen-cases-increase-enar
134,Leveraging Payment Reforms For COVID-19 And Beyond: Recommendations For Medicare ACOs And CMS’s Interim Final Rule,2020-05-29T12:06:00.0000000Z,Health Affairs,https://www.healthaffairs.org/do/10.1377/hblog20200528.402208/full/
135,A post-Covid-19 economic reality can kickstart Africa’s free trade area,2020-05-30T21:56:00.0000000Z,Quartz,https://qz.com/africa/1862951/post-covid-19-world-to-kickstart-africas-free-trade-area-afcfta/
136,COVID-19: Phoenix Thoroughbreds pin hopes on Luck on Sunday,2020-05-30T14:40:00.0000000Z,Gulf News,https://gulfnews.com/sport/horse-racing/covid-19-phoenix-thoroughbreds-pin-hopes-on-luck-on-sunday-1.71770651
137,Coronavirus discoveries can come along faster with adaptive clinical trials,2020-05-19T13:07:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/coronavirus-discoveries-can-come-along-faster-with-adaptive-clinical-trials/ar-BB14iUll
138,FDA revokes use of Trump's favourite malaria drugs to treat Covid-19,2020-06-15T18:50:00.0000000Z,Khaleej Times,https://www.khaleejtimes.com/world/fda-revokes-use-of-trumps-favourite--malaria-drugs-to-treat-covid-19
139,"Amid lockdown, Kenyan medical startup brings clinic to your home",2020-05-28T10:15:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-kenya-apps-idUSKBN2341BT
140,Illinois health official announce 19 new coronavirus deaths | Charlotte Observer,2020-06-14T19:55:00.0000000Z,Charlotte Observer,https://www.charlotteobserver.com/news/article243531297.html
141,An Improv Comedian’s Guide to Keeping Your Sanity in a Pandemic,2020-05-04T00:00:00.0000000Z,Smith College,https://www.smith.edu/news/2020-pam-victor-88
142,Cleveland Heights council gets update on local development in the pandemic,2020-06-15T17:52:29.0000000Z,Cleveland.com on MSN.com,https://www.msn.com/en-us/finance/realestate/cleveland-heights-council-gets-update-on-local-development-during-the-pandemic/ar-BB15vESt
143,"Coronavirus pandemic: US to announce ‘certain decisions’ on China on Friday, says Donald Trump",2020-05-29T10:20:00.0000000Z,The Financial Express,https://www.financialexpress.com/lifestyle/health/coronavirus-pandemic-us-to-announce-certain-decisions-on-china-on-friday-says-donald-trump/1974514/
144,"Cuba Has Sent 2,000 Doctors and Nurses Overseas to Fight Covid-19",2020-05-22T15:02:00.0000000Z,The Nation,https://www.thenation.com/article/world/cuba-doctors-covid-19/
145,"Cuba Has Sent 2,000 Doctors and Nurses Overseas to Fight Covid-19",2020-05-22T15:02:00.0000000Z,The Nation,https://www.thenation.com/article/world/cuba-doctors-covid-19/
146,Special Report: Bolsonaro brought in his generals to fight coronavirus. Brazil is losing the battle,2020-05-27T13:46:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-brazil-response-sp-idUSKBN2321DU
147,What COVID-19 means for the Japan-U.S. alliance,2020-05-29T11:39:00.0000000Z,The Japan Times,https://www.japantimes.co.jp/opinion/2020/05/29/commentary/japan-commentary/covid-19-means-japan-u-s-alliance/
148,What COVID-19 means for the Japan-U.S. alliance,2020-05-29T11:39:00.0000000Z,The Japan Times,https://www.japantimes.co.jp/opinion/2020/05/29/commentary/japan-commentary/covid-19-means-japan-u-s-alliance/
149,"Don't abandon us, we don't transmit coronavirus, say Cairo dogs and cats",2020-05-27T13:53:00.0000000Z,MSN,https://www.msn.com/en-us/news/world/dont-abandon-us-we-dont-transmit-coronavirus-say-cairo-dogs-and-cats/ar-BB14FyAd
150,"Coronavirus has exposed astrology, says top Dubai astronomer",2020-05-21T06:37:00.0000000Z,Gulf News,https://gulfnews.com/uae/coronavirus-has-exposed-astrology-says-top-dubai-astronomer-1.71593108
151,"Michigan prisoner with coronavirus deserves clemency, says Innocence Clinic",2020-05-27T20:46:00.0000000Z,MSN,https://www.msn.com/en-us/news/crime/michigan-prisoner-with-coronavirus-deserves-clemency-says-innocence-clinic/ar-BB14GojI
152,It’s too early to decide if coronavirus mutations are ‘a nonevent’: Mayo Clinic Vaccinologist,2020-05-29T20:29:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/it-s-too-early-to-decide-if-coronavirus-mutations-are-a-nonevent-mayo-clinic-vaccinologist/vi-BB14Mfbr
153,UNC scientist: Vitamin D deficiency could increase susceptibility to COVID-19,2020-05-21T00:00:00.0000000Z,Salisbury Post,https://salisburypost.com/2020/05/21/unc-scientist-vitamin-d-deficiency-could-increase-susceptibility-to-covid-19/
154,The Health of 7.8 Billion People Is Stuck in a Dangerous Place Between China and Trump,2020-05-20T23:01:00.0000000Z,Bloomberg,https://www.bloomberg.com/news/features/2020-05-20/trump-china-and-who-draw-battle-lines-for-coronavirus-fight
155,"Coronavirus ravages poorer L.A. communities while slowing in wealthier ones, data show",2020-05-28T13:16:00.0000000Z,Yahoo! News,https://news.yahoo.com/coronavirus-ravages-poorer-l-communities-130058653.html
156,Covid-19 in the US: States and beaches reopen ahead of Memorial Day weekend,2020-05-23T01:40:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/coronavirus-in-the-us-these-are-the-changes-schools-will-make/ar-BB14rVEI
157,Investment ideas for re-opening phase of the coronavirus crisis,2020-06-01T00:39:00.0000000Z,EJ Insight,https://www.ejinsight.com/eji/article/id/2478540/20200601-Investment-ideas-for-%E2%80%9Cre-opening%E2%80%9D-phase-of-the-coronavirus-crisis
158,Advocating Security Fundamentals During and After COVID-19,2020-05-29T13:39:00.0000000Z,Hack,https://securityintelligence.com/posts/advocating-security-fundamentals-during-and-after-covid-19/
159,Health Care Hero: ‘We are here to care for them’,2020-06-15T14:37:28.0000000Z,Dayton Daily News on MSN.com,https://www.msn.com/en-us/news/us/health-care-hero-we-are-here-to-care-for-them/ar-BB15vxm6
160,"France's Macron says Europe needs to be less dependent on China, U.S.",2020-06-14T23:40:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-france-macron-euro-idUSKBN23L0Q5?amp;amp;amp
161,"France's Macron says Europe needs to be less dependent on China, U.S.",2020-06-14T23:40:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-france-macron-euro-idUSKBN23L0Q5?amp;amp;amp
162,Five coronavirus patients die in Bangladesh hospital fire,2020-05-27T00:00:00.0000000Z,Reuters,https://in.reuters.com/article/us-bangladesh-hospital-fire/five-coronavirus-patients-die-in-bangladesh-hospital-fire-idINKBN2332UZ
163,"Coronavirus lockdowns could spark rise in HIV infections, experts warn",2020-05-12T01:43:00.0000000Z,France 24,https://www.france24.com/en/20200512-coronavirus-lockdowns-could-spark-rise-in-hiv-infections-experts-warn
164,Baltimore County Woman Uses Sewing Talents To Make Masks For Those In Need During Coronavirus Pandemic,2020-06-12T21:17:00.0000000Z,CBS Boston / WBZ,https://baltimore.cbslocal.com/2020/06/12/marilyn-blank-sews-masks-coronavirus-pandemic-latest/
165,Search continues for missing woman last seen leaving Kansas City police station,2020-06-12T21:23:00.0000000Z,Kansas City Star,https://www.kansascity.com/news/local/article243500706.html
166,AHN Hospitals Receive First Remdesivir Doses To Treat Coronavirus Patients,2020-05-23T17:31:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/ahn-hospitals-receive-first-remdesivir-doses-to-treat-coronavirus-patients/ar-BB14vaLs
167,Coronavirus: Local hospitals letting patients have one 'support' person in room with them,2020-05-22T16:37:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/coronavirus-local-hospitals-letting-patients-have-one-support-person-in-room-with-them/ar-BB14sRti
168,Hospitals overwhelmed as coronavirus cases explode in India,2020-05-26T08:16:00.0000000Z,MSN,https://www.msn.com/en-us/news/world/hospitals-overwhelmed-as-coronavirus-cases-explode-in-india/ar-BB14B3n2
169,Hospitals overwhelmed as coronavirus cases explode in India,2020-05-26T08:16:00.0000000Z,MSN,https://www.msn.com/en-us/news/world/hospitals-overwhelmed-as-coronavirus-cases-explode-in-india/ar-BB14B3n2
170,"Chile’s hospitals under strain as coronavirus cases near 70,000, president says",2020-05-24T18:45:00.0000000Z,Metro US,https://www.metro.us/chiles-hospitals-under-strain/
171,US to provide $6 million to Pakistan to fight coronavirus,2020-05-25T12:30:00.0000000Z,Mint,https://www.livemint.com/news/world/us-to-provide-6-million-to-pakistan-to-fight-coronavirus-11590346502490.html
172,New Zealand discharges its last coronavirus patient from the hospital,2020-05-27T13:49:00.0000000Z,CBS News,https://www.cbsnews.com/news/new-zealand-discharged-its-last-coronavirus-patient-from-the-hospital/
173,Two arrested in raid at Philippine illegal hospital for Chinese coronavirus patients,2020-05-20T08:38:00.0000000Z,South China Morning Post,https://www.scmp.com/news/asia/southeast-asia/article/3085275/two-arrested-raid-philippine-illegal-hospital-chinese
174,COVID-19 Survivor Leaves San Francisco Hospital After 60 Days,2020-05-21T02:27:00.0000000Z,NBC Bay Area,https://www.nbcbayarea.com/news/local/san-francisco/covid-19-survivor-leaves-san-francisco-hospital-after-60-days/2294098/
175,Two Georgia men hospitalized after ingesting household cleaners to prevent coronavirus,2020-04-30T16:36:00.0000000Z,Fox News,https://www.foxnews.com/us/georgia-men-hospitalized-ingest-bleach-cleaners-coronavirus
176,Sharp rise in coronavirus deaths in hospitals in the Anglia region,2020-05-20T15:13:00.0000000Z,ITV,https://www.itv.com/news/anglia/2020-05-20/sharp-rise-in-coronavirus-deaths-in-the-anglia-region/
177,Louisa Jordan virus hospital could be used to deal with NHS backlog,2020-05-19T17:11:00.0000000Z,The Scotsman,https://www.scotsman.com/health/coronavirus/louisa-jordan-virus-hospital-could-be-used-deal-nhs-backlog-2858490
178,Louisa Jordan virus hospital could be used to deal with NHS backlog,2020-05-19T17:11:00.0000000Z,The Scotsman,https://www.scotsman.com/health/coronavirus/louisa-jordan-virus-hospital-could-be-used-deal-nhs-backlog-2858490
179,BAME people in hospital with coronavirus '10 years younger than white patients’,2020-05-22T13:28:00.0000000Z,ITV,https://www.itv.com/news/2020-05-22/bame-people-in-hospital-with-coronavirus-10-years-younger-than-white-patients/
180,LI Community Hospital To Discharge 500th Coronavirus Patient,2020-06-01T17:47:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/li-community-hospital-to-discharge-500th-coronavirus-patient/ar-BB14Td01
181,Coronavirus patient is released to cheers after two months in hospital,2020-05-28T11:40:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/coronavirus-patient-is-released-to-cheers-after-two-months-in-hospital/vi-BB14HMwN
182,Patrick Ewing out of hospital and improving after coronavirus diagnosis,2020-05-25T17:16:00.0000000Z,MSN,https://www.msn.com/en-us/sports/ncaabk/patrick-ewing-out-of-hospital-and-improving-after-coronavirus-diagnosis/ar-BB14zxND
183,Colombian businessman makes hospital bed-coffin combo to serve coronavirus dead,2020-05-22T16:54:00.0000000Z,Metro US,https://www.metro.us/colombian-businessman-makes-hospital/
184,Construction stops on LaPorte hospital after 10 workers test positive for COVID-19,2020-05-22T06:05:00.0000000Z,South Bend Tribune,https://www.southbendtribune.com/news/local/construction-stops-on-laporte-hospital-after-10-workers-test-positive-for-covid-19/article_06663444-9b93-11ea-b843-db53534635a7.html
185,"Quebec, Canada’s hardest-hit province, is also the most aggressive about reopening",2020-05-23T12:42:00.0000000Z,Washington Post,https://www.washingtonpost.com/world/the_americas/coronavirus-montreal-quebec-canada-reopening/2020/05/22/74be7160-99de-11ea-ad79-eef7cd734641_story.html
186,"Amid lockdown, Kenyan medical startup brings clinic to your home",2020-05-28T00:00:00.0000000Z,Reuters,https://uk.reuters.com/article/us-health-coronavirus-kenya-apps/amid-lockdown-kenyan-medical-startup-brings-clinic-to-your-home-idUKKBN2341BT
187,"Russia awaits U.S. ventilator aid as coronavirus cases near 300,000",2020-05-19T12:18:00.0000000Z,Yahoo! News,https://news.yahoo.com/russia-reports-9-263-coronavirus-073631127.html
188,Cleveland Clinic Akron General opening coronavirus testing site in downtown Akron,2020-05-19T10:30:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/cleveland-clinic-akron-general-opening-coronavirus-testing-site-in-downtown-akron/ar-BB14is1U
189,Turkey Opens New Hospitals as Daily Coronavirus Cases Drop,2020-05-31T18:59:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/world/articles/2020-05-31/turkey-opens-new-hospitals-as-daily-coronavirus-cases-drop
190,Coronavirus patients flood hospitals in Indonesia's second-largest city,2020-05-28T00:00:00.0000000Z,Reuters,https://in.reuters.com/article/us-health-coronavirus-indonesia-idINKBN2341NT
191,Coronavirus: The latest updates from Spain and around the world,2020-05-23T10:16:00.0000000Z,MARCA,https://www.marca.com/en/lifestyle/2020/05/23/5ec8f659268e3ef66d8b4640.html
192,Coronavirus and Economic Collapse Are Pushing Lebanon to the Brink: ‘How Are We Expected to Eat?’,2020-05-28T19:06:00.0000000Z,VICE,https://www.vice.com/en_us/article/7kpv4d/coronavirus-and-economic-collapse-are-pushing-lebanon-to-the-brink-how-are-we-expected-to-eat
193,Patrick Ewing is out of the hospital after being treated for coronavirus,2020-05-25T19:17:00.0000000Z,Chicago Tribune,https://www.chicagotribune.com/sports/breaking/ct-patrick-ewing-coronavirus-20200525-xvfm6fnax5eufnv4nmx6oo2lmi-story.html
194,Fred Willard's Life in Photos: From Improv Comedy to Best in Show & Modern Family,2020-05-16T20:21:00.0000000Z,People,https://people.com/tv/fred-willard-life-in-photos/
195,Haiti voodoo leaders prepare temple 'clinics' for coronavirus sufferers,2020-05-25T00:39:00.0000000Z,The Jerusalem Post Blogs,https://www.jpost.com/international/haiti-voodoo-leaders-prepare-temple-clinics-for-coronavirus-sufferers-629181
196,Haiti voodoo leaders prepare temple 'clinics' for coronavirus sufferers,2020-05-25T00:39:00.0000000Z,The Jerusalem Post Blogs,https://www.jpost.com/international/haiti-voodoo-leaders-prepare-temple-clinics-for-coronavirus-sufferers-629181
197,"COVID-19: US adds 1,237 coronavirus deaths in 24 hours: Johns Hopkins",2020-05-17T03:07:00.0000000Z,Gulf News,https://gulfnews.com/world/americas/covid-19-us-adds-1237-coronavirus-deaths-in-24-hours-johns-hopkins-1.1589684697286
198,High school students in Georgia test positive for coronavirus after a graduation party,2020-05-26T21:06:00.0000000Z,BGR,https://bgr.com/2020/05/26/coronavirus-cases-georgia-high-school-students-positive/
199,Trump says US will cut ties with World Health Organization over coronavirus response,2020-05-29T19:38:00.0000000Z,Independent Record,https://helenair.com/news/national/trump-says-us-will-cut-ties-with-world-health-organization-over-coronavirus-response/article_193d62bd-8635-53e8-8a1d-2affea555767.html
200,"United States Reaches 100,000 Dead from Coronavirus, Marking Highest Death Toll Across the Globe",2020-05-29T18:57:00.0000000Z,People,https://people.com/health/united-states-reaches-100000-coronavirus-deaths/
201,"CTA launches new rider dashboard to plan for crowding, bus capacity amid Chicago reopening",2020-06-15T16:50:00.0000000Z,ABC 7 Chicago,https://abc7chicago.com/cta-bus-routes-rider-dashboard-capacity-coronavirus/6248178/
202,Milwaukee County to recognize Juneteenth with floating holiday for county employees,2020-06-15T17:20:00.0000000Z,Milwaukee Journal Sentinel,https://www.jsonline.com/story/news/local/milwaukee/2020/06/15/milwaukee-county-recognize-juneteenth-floating-holiday-county-employees/3191039001/
203,Improv Bandit to open Covert Theatre and keep Auckland city laughing,2020-05-30T17:06:00.0000000Z,The New Zealand Herald,https://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=12334857
204,Improv Bandit to open Covert Theatre and keep Auckland city laughing,2020-05-30T17:06:00.0000000Z,The New Zealand Herald,https://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=12334857
205,"Lake Tahoe comedy scene with Howie Nave: Mencarelli at Riffs, Burrow at Improv and St. Paul in Carson",2019-12-19T22:13:00.0000000Z,Tahoe Daily Tribune.com,https://www.tahoedailytribune.com/news/lake-tahoe-comedy-scene-with-howie-nave-mencarelli-at-riffs-burrow-at-improv-and-st-paul-headlines-in-carson/
206,"Brazil has record new coronavirus cases, surpasses France in deaths",2020-05-30T00:00:00.0000000Z,Reuters,https://in.reuters.com/article/us-health-coronavirus-brazil/brazil-has-record-new-coronavirus-cases-surpasses-france-in-deaths-idINKBN2360U8
207,"Brazil has record new coronavirus cases, surpasses France in deaths",2020-05-30T00:00:00.0000000Z,Reuters,https://in.reuters.com/article/us-health-coronavirus-brazil/brazil-has-record-new-coronavirus-cases-surpasses-france-in-deaths-idINKBN2360U8
208,Trump says US will cut ties with World Health Organization over coronavirus response,2020-05-29T19:39:00.0000000Z,Lincoln Journal Star,https://journalstar.com/news/national/trump-says-us-will-cut-ties-with-world-health-organization-over-coronavirus-response/article_f28d1fe8-1727-5630-a830-986d04c3c62d.html
209,Lake Tahoe comedy scene with Howie Nave: Thomas Dale back at Improv; Myles Weber at Riffs,2020-02-13T13:47:00.0000000Z,Tahoe Daily Tribune.com,https://www.tahoedailytribune.com/news/lake-tahoe-comedy-scene-with-howie-nave-thomas-dale-back-at-improv-myles-weber-at-riffs/
210,"US cuts World Health Organization ties over coronavirus, takes action against Hong Kong",2020-05-29T20:52:00.0000000Z,Santa Rosa Press Democrat,https://www.pressdemocrat.com/news/10997662-181/us-cuts-world-health-organization
211,Covid-19 tests and PPE to be delivered to island via drone,2020-05-26T00:03:00.0000000Z,ITV,https://www.itv.com/news/2020-05-26/covid-19-tests-and-ppe-to-be-delivered-to-island-via-drone/
212,"After COVID-19, expect more masks, virtual medicine and worry in Arizona hospitals",2020-05-28T15:46:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/after-covid-19-expect-more-masks-virtual-medicine-and-worry-in-arizona-hospitals/ar-BB14IEyD
213,Colombia’s Medellin emerges as surprise COVID-19 pioneer | Charlotte Observer,2020-06-13T16:57:00.0000000Z,Charlotte Observer,https://www.charlotteobserver.com/news/article243516292.html
214,Colombia’s Medellin emerges as surprise COVID-19 pioneer | Charlotte Observer,2020-06-13T16:57:00.0000000Z,Charlotte Observer,https://www.charlotteobserver.com/news/article243516292.html
215,4 Ways Congress Can Leverage Health IT to Curb COVID-19,2020-05-26T13:30:00.0000000Z,EHR Intelligence,https://ehrintelligence.com/news/4-ways-congress-can-leverage-health-it-to-curb-covid-19
216,Coronavirus in the UK: Doctor and nurse get married at hospital amid COVID-19 crisis,2020-05-31T14:59:00.0000000Z,Gulf News,https://gulfnews.com/world/europe/coronavirus-in-the-uk-doctor-and-nurse-get-married-at-hospital-amid-covid-19-crisis-1.1590936761248
217,Arizona saw highest single-day ER visits; Yuma sees spike in cases related to COVID-19 over weekend,2020-05-26T00:00:00.0000000Z,The Arizona Republic,https://www.azcentral.com/story/news/local/arizona-health/2020/05/26/arizona-yuma-spike-coronavirus-er-cases/5260570002/
218,COVID-19: How US-based Nigerian mother and daughter nurses survived on the frontline,2020-05-30T03:36:00.0000000Z,The Nation Newspaper,https://thenationonlineng.net/covid-19-how-us-based-nigerian-mother-and-daughter-nurses-survived-on-the-frontline/
219,COVID-19: How US-based Nigerian mother and daughter nurses survived on the frontline,2020-05-30T03:36:00.0000000Z,The Nation Newspaper,https://thenationonlineng.net/covid-19-how-us-based-nigerian-mother-and-daughter-nurses-survived-on-the-frontline/
220,"Georgia health care facilities opening up, with some COVID-19 guidelines here to stay",2020-05-28T19:13:00.0000000Z,Savannah Morning News,https://www.savannahnow.com/news/20200528/georgia-health-care-facilities-opening-up-with-some-covid-19-guidelines-here-to-stay
221,"Georgia health care facilities opening up, with some COVID-19 guidelines here to stay",2020-05-28T19:13:00.0000000Z,Savannah Morning News,https://www.savannahnow.com/news/20200528/georgia-health-care-facilities-opening-up-with-some-covid-19-guidelines-here-to-stay
222,"State's COVID-19 response recap: Restrictions ease, judge rules in favor of Whitmer, more",2020-05-22T19:32:00.0000000Z,The State News,https://statenews.com/article/2020/05/states-covid-19-response-recap-restrictions-ease-judge-rules-in-favor-of-whitmer-more?ct=content_open&cv=cbox_latest
223,"Ahmedabad civil hospital conditions pathetic, painful: Gujarat High Court",2020-05-23T19:43:00.0000000Z,The New Indian Express,https://www.newindianexpress.com/nation/2020/may/24/ahmedabad-civil-hospital-conditions-pathetic-painful-gujarat-high-court-2147249.html
224,Lawsuit: Hospital visitor bans fail disabled patients,2020-05-27T13:52:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/lawsuit-hospital-visitor-bans-fail-disabled-patients/ar-BB14FDdZ
225,Primary care doctors could be COVID-19's next victims,2020-06-01T13:50:00.0000000Z,MSN,https://www.msn.com/en-us/news/politics/primary-care-doctors-could-be-covid-19s-next-victims/ar-BB14SCnT
226,Here’s how remdesivir improves time to recovery in Covid-19 patients,2020-05-27T07:02:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/more-lifestyle/here-s-how-remdesivir-improves-time-to-recovery-in-covid-19-patients/story-kGAf1sQUoVcF6uY17a9pHJ.html
227,Drug touted by Trump as COVID-19 treatment tied to increased risk of death,2020-05-22T16:16:00.0000000Z,The Jerusalem Post Blogs,https://www.jpost.com/health-science/drug-touted-by-trump-as-covid-19-treatment-tied-to-increased-risk-of-death-628979
